"","Q32","Q33","Q1","Q61"
"993",3,4,"Girl",3
"994",3,3,"Girl",1
"995",3,3,"Boy",3
"996",1,3,"Girl",1
"997",3,3,"Boy",1
"998",2,3,"Girl",4
"999",3,4,"Girl",2
"1000",2,3,"Boy",2
"1001",3,4,"Girl",3
"1002",1,3,"Boy",2
"1003",2,3,"Girl",2
"1004",5,5,"Girl",1
"1005",2,3,"Girl",NA
"1006",3,5,"Girl",3
"1007",3,3,"Boy",2
"1008",3,3,"Girl",1
"1009",2,3,"Girl",2
"1010",2,3,"Boy",3
"1011",2,3,"Girl",2
"1012",3,4,"Girl",3
"1013",4,5,"Girl",4
"1014",3,4,"Boy",3
"1015",1,3,"Girl",3
"1016",3,2,"Boy",2
"1017",3,4,"Girl",2
"1018",4,4,"Boy",3
"1019",5,5,"Boy",2
"1020",2,4,"Girl",1
"1021",1,1,"Boy",4
"1022",3,3,"Girl",2
"1023",3,1,"Boy",4
"1024",3,5,"Girl",2
"1025",2,3,"Boy",3
"1026",1,4,"Girl",NA
"1027",3,4,"Girl",1
"1028",3,4,"Girl",2
"1029",1,2,"Boy",4
"1030",3,2,"Girl",NA
"1031",3,4,"Girl",1
"1032",3,4,"Girl",1
"1033",2,3,"Boy",2
"1034",3,3,"Girl",3
"1035",5,5,"Girl",NA
"1036",3,2,"Boy",2
"1037",1,3,"Girl",2
"1038",2,4,"Boy",2
"1039",3,5,"Girl",2
"1040",3,2,"Boy",NA
"1041",1,4,"Boy",3
"1042",1,3,"Boy",1
"1043",3,2,"Girl",NA
"1044",3,3,"Boy",NA
"1045",2,3,"Boy",4
"1046",2,3,"Girl",2
"1047",3,4,"Girl",2
"1048",2,3,"Boy",2
"1049",3,2,"Boy",2
"1050",2,3,"Boy",NA
"1051",3,2,"Boy",2
"1052",3,2,"Girl",3
"1053",3,3,"Girl",2
"1054",3,3,"Boy",2
"1055",3,4,"Girl",1
"1056",1,3,"Girl",2
"1057",3,3,"Boy",3
"1058",2,2,"Boy",1
"1059",NA,NA,"Boy",NA
"1060",1,3,"Boy",2
"1061",4,3,"Boy",2
"1062",3,4,"Girl",2
"1063",3,3,"Boy",2
"1064",3,4,"Boy",2
"1065",2,3,"Boy",3
"1066",2,3,"Boy",2
"1067",3,2,"Boy",2
"1068",3,4,"Boy",3
"1069",2,3,"Girl",3
"1070",3,3,"Girl",NA
"1071",3,4,"Girl",1
"1072",3,4,"Girl",2
"1073",1,4,"Girl",2
"1074",1,1,"Girl",2
"1075",2,3,"Boy",4
"1076",4,2,"Girl",1
"1077",3,4,"Girl",3
"1078",3,3,"Boy",2
"1079",4,4,"Boy",1
"1080",1,4,"Boy",3
"1081",3,4,"Boy",1
"1082",3,3,"Boy",2
"1083",2,3,"Boy",1
"1084",1,3,"Boy",2
"1085",3,4,"Girl",1
"1086",4,3,"Boy",1
"1087",3,3,"Girl",2
"1088",3,3,"Boy",2
"1089",3,3,"Boy",3
"1090",1,3,"Boy",4
"1091",3,3,"Girl",4
"1092",3,3,"Boy",3
"1093",3,4,"Boy",2
"1094",3,2,"Boy",2
"1095",3,4,"Boy",4
"1096",1,3,"Girl",2
"1097",3,4,"Girl",2
"1098",1,3,"Girl",2
"1099",2,3,"Girl",2
"1100",4,4,"Girl",4
"1101",3,3,"Girl",2
"1102",2,3,"Girl",1
"1103",3,4,"Girl",2
"1104",3,3,"Girl",2
"1105",3,3,"Girl",2
"1106",3,4,"Girl",1
"1107",2,3,"Girl",2
"1108",1,4,"Girl",1
"1109",2,4,"Girl",1
"1110",2,4,"Girl",2
"1111",3,3,"Boy",3
"1112",3,3,"Boy",NA
"1113",3,5,"Girl",2
"1114",3,3,"Boy",3
"1115",4,4,"Girl",2
"1116",2,4,"Boy",NA
"1117",2,3,"Girl",1
"1118",2,3,"Boy",2
"1119",3,3,"Girl",3
"1120",2,3,"Boy",2
"1121",3,4,"Girl",1
"1122",1,4,"Boy",4
"1123",4,4,"Girl",1
"1124",3,3,"Girl",1
"1125",2,4,"Girl",2
"1126",1,3,"Girl",1
"1127",3,4,"Girl",3
"1128",3,3,"Girl",2
"1129",3,2,"Boy",1
"1130",2,4,"Girl",1
"1131",2,3,"Boy",3
"1132",3,1,"Boy",2
"1133",3,3,"Boy",2
"1134",3,3,"Girl",2
"1135",3,3,"Girl",1
"1136",2,3,"Boy",2
"1137",2,4,"Girl",2
"1138",2,3,"Boy",3
"1139",3,3,"Boy",3
"1140",3,2,"Boy",2
"1141",3,4,"Boy",3
"1142",NA,3,"Boy",3
"1143",1,NA,"Boy",1
"1144",1,3,"Girl",2
"1145",NA,4,"Boy",2
"1146",3,4,"Girl",1
"1147",2,4,"Boy",2
"1148",2,4,"Girl",2
"1149",2,4,"Boy",2
"1150",2,3,"Boy",2
"1151",3,3,"Boy",3
"1152",1,4,"Boy",1
"1153",3,4,"Boy",2
"1154",2,3,"Boy",3
"1155",3,3,"Girl",1
"1156",5,1,"Boy",2
"1157",1,2,"Girl",2
"1158",3,3,"Girl",2
"1159",1,4,"Boy",1
"1160",3,4,"Boy",2
"1161",2,4,"Girl",1
"1162",1,3,"Girl",2
"1163",3,3,"Girl",1
"1164",1,4,"Girl",3
"1165",3,4,"Girl",2
"1166",3,3,"Girl",2
"1167",1,2,"Boy",2
"1168",NA,3,"Girl",2
"1169",3,3,"Girl",1
"1170",3,3,"Girl",2
"1171",2,3,"Girl",1
"1172",2,3,"Girl",1
"1173",3,5,"Girl",1
"1174",5,4,"Girl",2
"1175",3,4,"Girl",2
"1176",5,5,"Boy",4
"1177",2,3,"Boy",3
"1178",2,3,"Boy",2
"1179",3,4,"Girl",3
"1180",2,3,"Boy",2
"1181",3,4,"Girl",1
"1182",1,3,"Boy",4
"1183",3,4,"Boy",2
"1184",1,3,"Boy",4
"1185",1,3,"Boy",2
"1186",2,3,"Girl",2
"1187",3,3,"Girl",3
"1188",3,3,"Girl",1
"1189",3,4,"Girl",1
"1190",3,3,"Boy",3
"1191",3,3,"Girl",1
"1192",1,1,"Boy",2
"1193",3,3,"Girl",2
"1194",3,3,"Girl",2
"1195",1,3,"Boy",NA
"1196",2,3,"Boy",2
"1197",2,4,"Girl",4
"1198",2,3,"Boy",2
"1199",3,3,"Girl",2
"1200",1,3,"Girl",1
"1201",3,3,"Girl",1
"1202",5,4,"Girl",3
"1203",5,4,"Girl",2
"1204",1,2,"Boy",2
"1205",3,4,"Girl",3
"1206",3,2,"Girl",1
"1207",1,3,"Girl",2
"1208",3,2,"Boy",2
"1209",3,4,"Boy",3
"1210",4,3,"Boy",2
"1211",2,2,"Girl",4
"1212",2,3,"Girl",1
"1213",1,4,"Girl",2
"1214",4,5,"Girl",2
"1215",3,4,"Girl",2
"1216",1,3,"Boy",4
"1217",2,3,"Boy",2
"1218",3,2,"Boy",2
"1219",3,4,"Girl",3
"1220",3,4,"Girl",2
"1221",5,3,"Boy",NA
"1222",3,4,"Boy",1
"1223",3,4,"Boy",4
"1224",3,2,"Boy",1
"1225",3,2,"Girl",3
"1226",2,3,"Boy",3
"1227",3,3,"Boy",3
"1228",3,3,"Boy",4
"1229",2,3,"Boy",1
"1230",3,2,"Boy",4
"1231",1,3,"Boy",2
"1232",4,2,"Girl",3
"1233",2,3,"Girl",2
"1234",2,3,"Boy",2
"1235",1,3,"Boy",2
"1236",1,3,"Boy",4
"1237",3,4,"Girl",3
"1238",3,4,"Girl",3
"1239",3,4,"Boy",3
"1240",2,3,"Boy",2
"1241",2,2,"Girl",2
"1242",4,4,"Boy",3
"1243",3,4,"Girl",4
"1244",2,3,"Girl",2
"1245",3,3,"Girl",2
"1246",2,3,"Girl",2
"1247",3,2,"Boy",1
"1248",3,4,"Boy",1
"1249",3,4,"Boy",2
"1250",3,4,"Girl",4
"1251",2,3,"Boy",2
"1252",1,3,"Boy",1
"1253",2,3,"Boy",2
"1254",1,3,"Boy",2
"1255",3,3,"Boy",1
"1256",3,4,"Boy",4
"1257",2,4,"Girl",2
"1258",4,3,"Girl",2
"1259",4,4,"Boy",2
"1260",3,4,"Boy",3
"1261",3,2,"Boy",2
"1262",3,3,"Girl",1
"1263",2,3,"Boy",1
"1264",5,3,"Boy",4
"1265",1,3,"Girl",1
"1266",NA,2,"Girl",4
"1267",1,4,"Girl",3
"1268",NA,3,"Girl",1
"1269",1,3,"Boy",3
"1270",1,3,"Boy",2
"1271",2,4,"Boy",1
"1272",1,3,"Boy",2
"1273",1,3,"Girl",4
"1274",2,4,"Boy",2
"1275",1,3,"Boy",1
"1276",1,3,"Boy",1
"1277",1,3,"Girl",4
"1278",1,3,"Boy",4
"1279",1,3,"Girl",1
"1280",3,3,"Girl",2
"1281",3,3,"Girl",4
"1282",3,3,"Boy",2
"1283",3,3,"Girl",2
"1284",2,4,"Boy",2
"1285",3,3,"Boy",2
"1286",1,3,"Boy",1
"1287",NA,4,"Boy",1
"1288",1,3,"Girl",1
"1289",3,4,"Boy",1
"1290",1,3,"Girl",1
"1291",2,4,"Girl",3
"1292",3,3,"Girl",1
"1293",1,3,"Boy",2
"1294",3,3,"Girl",2
"1295",4,5,"Boy",4
"1296",1,3,"Boy",2
"1297",1,2,"Boy",4
"1298",1,3,"Girl",1
"1299",1,1,"Girl",1
"1300",1,3,"Boy",1
"1301",1,3,"Boy",1
"1302",3,4,"Boy",2
"1303",4,4,"Girl",2
"1304",3,3,"Boy",2
"1305",1,1,"Boy",4
"1306",3,4,"Girl",2
"1307",3,4,"Girl",3
"1308",3,2,"Boy",3
"1309",3,3,"Boy",2
"1310",2,3,"Boy",3
"1311",2,3,"Boy",2
"1312",3,4,"Girl",2
"1313",5,3,"Boy",2
"1314",3,4,"Boy",2
"1315",3,4,"Girl",2
"1316",2,3,"Girl",4
"1317",3,4,"Boy",NA
"1318",2,4,"Boy",1
"1319",3,3,"Girl",2
"1320",2,3,"Boy",4
"1321",3,3,"Boy",3
"1322",2,4,"Girl",4
"1323",3,3,"Girl",1
"1324",2,3,"Girl",2
"1325",5,4,"Girl",3
"1326",3,3,"Girl",1
"1327",3,4,"Girl",1
"1328",3,3,"Boy",1
"1329",3,3,"Boy",3
"1330",3,4,"Boy",2
"1331",3,2,"Boy",2
"1332",2,3,"Girl",2
"1333",2,3,"Girl",2
"1334",3,4,"Girl",2
"1335",2,4,"Girl",2
"1336",1,3,"Girl",1
"1337",NA,3,"Boy",4
"1338",1,3,"Boy",4
"1339",3,3,"Girl",2
"1340",1,2,"Boy",4
"1341",3,3,"Boy",1
"1342",2,4,"Girl",1
"1343",NA,2,"Boy",NA
"1344",3,3,"Girl",3
"1345",4,3,"Girl",2
"1346",4,5,"Boy",2
"1347",3,3,"Boy",2
"1348",1,2,"Girl",1
"1349",4,4,"Girl",3
"1350",1,3,"Boy",1
"1351",3,3,"Boy",3
"1352",3,2,"Girl",2
"1353",1,4,"Girl",2
"1354",2,3,"Boy",2
"1355",3,3,"Girl",2
"1356",2,3,"Boy",3
"1357",4,4,"Boy",3
"1358",NA,4,"Boy",3
"1359",2,4,"Boy",4
"1360",1,3,"Girl",3
"1361",1,2,"Girl",1
"1362",1,3,"Boy",2
"1363",3,3,"Girl",2
"1364",3,3,"Boy",2
"1365",3,3,"Boy",2
"1366",3,3,"Boy",2
"1367",1,3,"Girl",2
"1368",3,4,"Girl",1
"1369",3,3,"Boy",2
"1370",3,3,"Girl",2
"1371",1,3,"Boy",2
"1372",2,4,"Girl",1
"1373",2,4,"Girl",2
"1374",1,4,"Girl",1
"1375",3,NA,"Boy",2
"1376",3,2,"Boy",1
"1377",3,4,"Boy",2
"1378",1,3,"Girl",2
"1379",1,NA,"Boy",1
"1380",3,3,"Boy",1
"1381",3,4,"Boy",1
"1382",1,4,"Girl",NA
"1383",2,3,"Girl",1
"1384",2,3,"Boy",2
"1385",NA,3,"Boy",2
"1386",1,3,"Boy",2
"1387",1,3,"Boy",3
"1388",1,3,"Girl",1
"1389",3,3,"Boy",2
"1390",3,4,"Girl",2
"1391",1,3,"Boy",2
"1392",1,3,"Girl",2
"1393",3,4,"Girl",2
"1394",2,3,"Girl",2
"1395",NA,NA,"Girl",3
"1396",3,3,"Boy",2
"1397",1,4,"Boy",2
"1398",5,5,"Girl",2
"1399",1,4,"Boy",2
"1400",3,3,"Boy",2
"1401",2,2,"Boy",2
"1402",3,3,"Girl",2
"1403",4,3,"Girl",2
"1404",2,3,"Boy",1
"1405",3,3,"Girl",1
"1406",4,4,"Boy",2
"1407",3,3,"Boy",2
"1408",1,3,"Girl",1
"1409",2,2,"Boy",1
"1410",2,3,"Girl",3
"1411",3,4,"Boy",2
"1412",2,2,"Boy",3
"1413",2,3,"Boy",3
"1414",3,2,"Girl",1
"1415",1,3,"Girl",1
"1416",NA,4,"Girl",3
"1417",2,2,"Girl",2
"1418",3,3,"Boy",4
"1419",3,4,"Boy",2
"1420",NA,2,"Boy",2
"1421",3,4,"Girl",2
"1422",3,NA,"Boy",3
"1423",4,5,"Boy",1
"1424",2,3,"Boy",2
"1425",3,4,"Boy",3
"1426",4,3,"Girl",3
"1427",4,3,"Boy",3
"1428",5,4,"Girl",2
"1429",2,3,"Boy",1
"1430",1,4,"Boy",2
"1431",NA,3,"Boy",3
"1432",3,3,"Girl",1
"1433",4,1,"Boy",3
"1434",2,3,"Boy",1
"1435",3,3,"Boy",2
"1436",4,4,"Boy",2
"1437",3,3,"Boy",2
"1438",2,3,"Boy",3
"1439",2,1,"Girl",3
"1440",4,4,"Girl",3
"1441",4,3,"Boy",2
"1442",3,4,"Girl",2
"1443",NA,3,"Boy",2
"1444",3,3,"Girl",2
"1445",3,4,"Boy",2
"1446",4,3,"Girl",2
"1447",2,4,"Boy",2
"1448",1,3,"Girl",1
"1449",NA,NA,"Girl",2
"1450",1,5,"Boy",1
"1451",1,1,"Boy",4
"1452",4,4,"Boy",1
"1453",1,5,"Boy",1
"1454",3,1,"Boy",1
"1455",3,2,"Boy",3
"1456",3,3,"Girl",1
"1457",5,4,"Girl",2
"1458",2,3,"Boy",2
"1459",2,4,"Girl",2
"1460",1,3,"Boy",2
"1461",1,3,"Boy",1
"1462",3,3,"Girl",3
"1463",4,3,"Girl",1
"1464",3,4,"Girl",2
"1465",2,4,"Boy",2
"1466",4,1,"Girl",2
"1467",4,2,"Boy",3
"1468",4,4,"Girl",3
"1469",1,3,"Girl",2
"1470",1,2,"Boy",1
"1471",3,4,"Boy",4
"1472",5,3,"Girl",2
"1473",3,4,"Girl",2
"1474",3,4,"Boy",3
"1475",3,4,"Girl",2
"1476",3,2,"Girl",2
"1477",3,4,"Girl",3
"1478",3,2,"Girl",2
"1479",3,3,"Boy",2
"1480",3,3,"Boy",2
"1481",3,2,"Girl",2
"1482",3,4,"Girl",2
"1483",3,4,"Girl",2
"1484",3,3,"Girl",2
"1485",3,4,"Boy",3
"1486",3,2,"Girl",2
"1487",5,5,"Boy",4
"1488",2,4,"Girl",3
"1489",2,5,"Girl",2
"1490",3,4,"Girl",4
"1491",1,3,"Girl",2
"1492",3,4,"Boy",2
"1493",3,3,"Boy",2
"1494",3,4,"Girl",2
"1495",3,2,"Boy",2
"1496",2,2,"Boy",2
"1497",3,3,"Girl",3
"1498",1,3,"Girl",4
"1499",4,4,"Girl",1
"1500",2,3,"Boy",NA
"1501",3,4,"Girl",4
"1502",2,3,"Boy",2
"1503",3,4,"Boy",2
"1504",3,2,"Boy",2
"1505",4,3,"Girl",2
"1506",2,3,"Boy",1
"1507",3,4,"Girl",1
"1508",4,5,"Girl",2
"1509",2,3,"Boy",2
"1510",2,3,"Girl",1
"1511",3,4,"Girl",2
"1512",2,3,"Boy",4
"1513",3,3,"Girl",2
"1514",5,4,"Girl",2
"1515",3,3,"Girl",2
"1516",3,2,"Girl",2
"1517",3,4,"Girl",2
"1518",3,3,"Girl",2
"1519",3,3,"Girl",3
"1520",2,2,"Girl",4
"1521",2,4,"Girl",2
"1522",2,3,"Girl",2
"1523",3,3,"Boy",2
"1524",2,3,"Girl",2
"1525",2,3,"Girl",1
"1526",5,4,"Girl",2
"1527",2,4,"Girl",2
"1528",3,4,"Girl",2
"1529",2,3,"Girl",1
"1530",3,3,"Girl",1
"1531",2,4,"Boy",2
"1532",3,3,"Boy",2
"1533",1,3,"Boy",3
"1534",3,4,"Girl",1
"1535",3,3,"Boy",4
"1536",3,4,"Girl",2
"1537",3,3,"Girl",1
"1538",1,3,"Boy",2
"1539",1,3,"Boy",1
"1540",1,3,"Boy",3
"1541",1,3,"Boy",2
"1542",3,2,"Girl",2
"1543",3,4,"Girl",3
"1544",3,3,"Boy",3
"1545",2,4,"Girl",1
"1546",3,4,"Girl",1
"1547",3,3,"Girl",4
"1548",1,2,"Boy",4
"1549",5,4,"Girl",3
"1550",2,4,"Girl",1
"1551",3,3,"Boy",1
"1552",3,4,"Girl",3
"1553",3,3,"Girl",2
"1554",4,4,"Girl",3
"1555",2,1,"Boy",3
"1556",2,3,"Girl",1
"1557",3,4,"Boy",2
"1558",3,3,"Girl",2
"1559",4,3,"Boy",1
"1560",2,4,"Girl",4
"1561",1,3,"Boy",1
"1562",2,4,"Girl",2
"1563",3,3,"Boy",1
"1564",3,4,"Boy",2
"1565",3,3,"Boy",2
"1566",3,4,"Girl",2
"1567",5,5,"Boy",2
"1568",2,3,"Girl",2
"1569",3,3,"Girl",2
"1570",1,3,"Boy",1
"1571",3,2,"Boy",2
"1572",2,3,"Girl",2
"1573",NA,5,"Girl",3
"1574",3,3,"Girl",2
"1575",2,3,"Boy",3
"1576",3,3,"Boy",2
"1577",4,3,"Girl",2
"1578",3,NA,"Boy",2
"1579",1,3,"Girl",1
"1580",3,3,"Girl",2
"1581",3,4,"Girl",2
"1582",3,4,"Boy",2
"1583",1,2,"Boy",2
"1584",4,3,"Boy",2
"1585",3,3,"Girl",2
"1586",2,4,"Boy",3
"1587",3,2,"Boy",4
"1588",2,3,"Boy",2
"1589",NA,3,"Girl",1
"1590",3,4,"Boy",2
"1591",2,3,"Girl",2
"1592",2,3,"Boy",2
"1593",1,4,"Boy",1
"1594",3,3,"Girl",2
"1595",3,4,"Girl",3
"1596",2,3,"Boy",1
"1597",5,1,"Girl",4
"1598",1,4,"Girl",1
"1599",3,4,"Girl",2
"1600",2,3,"Girl",1
"1601",NA,3,"Girl",2
"1602",1,3,"Boy",3
"1603",1,1,"Boy",4
"1604",3,2,"Girl",2
"1605",5,3,"Girl",2
"1606",5,3,"Girl",2
"1607",2,4,"Boy",2
"1608",2,3,"Girl",2
"1609",2,2,"Boy",1
"1610",2,3,"Boy",2
"1611",4,4,"Girl",2
"1612",4,3,"Girl",2
"1613",2,4,"Boy",1
"1614",3,4,"Girl",1
"1615",2,3,"Boy",2
"1616",NA,3,"Girl",3
"1617",2,3,"Boy",2
"1618",2,2,"Boy",1
"1619",2,3,"Girl",1
"1620",2,2,"Girl",1
"1621",4,5,"Girl",1
"1622",1,3,"Boy",2
"1623",3,3,"Boy",2
"1624",3,3,"Boy",1
"1625",1,NA,"Boy",NA
"1626",3,4,"Boy",3
"1627",3,4,"Boy",3
"1628",NA,3,"Girl",NA
"1629",3,4,"Girl",1
"1630",3,4,"Boy",1
"1631",4,1,"Boy",4
"1632",2,3,"Boy",3
"1633",4,4,"Girl",1
"1634",1,3,"Boy",1
"1635",2,3,"Girl",2
"1636",4,4,"Girl",2
"1637",3,4,"Girl",1
"1638",3,3,"Girl",2
"1639",2,3,"Boy",2
"1640",3,3,"Boy",2
"1641",3,4,"Boy",1
"1642",2,3,"Boy",2
"1643",2,3,"Girl",1
"1644",3,4,"Girl",2
"1645",3,3,"Girl",2
"1646",3,3,"Girl",2
"1647",NA,4,"Boy",2
"1648",3,3,"Girl",1
"1649",3,4,"Boy",1
"1650",4,4,"Girl",3
"1651",4,4,"Boy",2
"1652",3,4,"Girl",2
"1653",3,4,"Girl",2
"1654",3,4,"Boy",3
"1655",2,3,"Girl",2
"1656",3,3,"Girl",2
"1657",3,5,"Girl",3
"1658",2,2,"Girl",2
"1659",2,3,"Girl",2
"1660",3,4,"Girl",2
"1661",2,3,"Girl",3
"1662",2,3,"Boy",2
"1663",1,3,"Boy",2
"1664",3,3,"Girl",1
"1665",2,3,"Girl",3
"1666",3,3,"Boy",1
"1667",5,5,"Boy",3
"1668",1,3,"Girl",2
"1669",4,3,"Boy",2
"1670",2,2,"Girl",4
"1671",NA,NA,"Boy",NA
"1672",3,3,"Girl",1
"1673",2,3,"Boy",4
"1674",3,4,"Girl",3
"1675",3,4,"Girl",2
"1676",3,3,"Girl",1
"1677",3,4,"Boy",2
"1678",1,3,"Girl",1
"1679",3,4,"Girl",2
"1680",3,4,"Boy",2
"1681",3,3,"Girl",4
"1682",2,2,"Girl",2
"1683",3,3,"Boy",1
"1684",3,4,"Boy",1
"1685",3,3,"Boy",4
"1686",1,3,"Boy",4
"1687",4,5,"Girl",3
"1688",NA,2,"Boy",1
"1689",3,4,"Boy",4
"1690",3,3,"Boy",1
"1691",2,4,"Girl",2
"1692",3,2,"Girl",3
"1693",3,3,"Boy",2
"1694",3,3,"Girl",1
"1695",2,3,"Boy",2
"1696",1,3,"Girl",4
"1697",4,4,"Girl",1
"1698",2,3,"Girl",4
"1699",2,3,"Girl",1
"1700",3,4,"Girl",3
"1701",3,4,"Boy",1
"1702",2,3,"Boy",1
"1703",3,3,"Girl",2
"1704",3,3,"Boy",2
"1705",1,3,"Girl",1
"1706",1,3,"Boy",1
"1707",1,3,"Boy",1
"1708",2,3,"Boy",1
"1709",3,3,"Girl",1
"1710",1,4,"Girl",1
"1711",3,4,"Girl",2
"1712",1,2,"Boy",2
"1713",1,3,"Boy",1
"1714",2,3,"Girl",1
"1715",2,3,"Girl",1
"1716",2,4,"Boy",4
"1717",3,3,"Girl",1
"1718",3,2,"Girl",3
"1719",3,3,"Boy",2
"1720",3,3,"Girl",2
"1721",2,4,"Girl",2
"1722",2,3,"Girl",2
"1723",1,3,"Boy",2
"1724",2,2,"Boy",3
"1725",2,3,"Boy",2
"1726",1,3,"Girl",1
"1727",3,4,"Girl",1
"1728",1,3,"Boy",2
"1729",2,3,"Boy",1
"1730",4,4,"Girl",4
"1731",1,3,"Boy",3
"1732",2,3,"Girl",2
"1733",1,3,"Boy",1
"1734",3,3,"Boy",2
"1735",1,2,"Boy",2
"1736",4,2,"Boy",4
"1737",3,3,"Boy",1
"1738",3,1,"Boy",2
"1739",3,3,"Girl",1
"1740",1,3,"Girl",1
"1741",2,3,"Boy",2
"1742",3,3,"Girl",2
"1743",2,3,"Girl",2
"1744",2,3,"Girl",2
"1745",2,2,"Girl",2
"1746",1,3,"Girl",2
"1747",2,3,"Boy",4
"1748",1,3,"Girl",2
"1749",1,4,"Girl",1
"1750",2,3,"Boy",2
"1751",3,4,"Boy",3
"1752",3,3,"Boy",2
"1753",1,3,"Girl",1
"1754",4,5,"Boy",2
"1755",3,1,"Girl",2
"1756",2,3,"Boy",3
"1757",3,3,"Boy",3
"1758",1,3,"Girl",1
"1759",2,3,"Boy",NA
"1760",1,3,"Boy",3
"1761",2,3,"Girl",1
"1762",2,3,"Girl",1
"1763",1,3,"Girl",4
"1764",2,3,"Boy",1
"1765",3,5,"Girl",1
"1766",3,2,"Boy",2
"1767",2,3,"Boy",2
"1768",1,3,"Boy",4
"1769",1,3,"Boy",4
"1770",3,2,"Boy",NA
"1771",2,3,"Boy",1
"1772",4,4,"Boy",2
"1773",1,3,"Girl",2
"1774",2,3,"Girl",1
"1775",5,4,"Girl",2
"1776",3,3,"Boy",2
"1777",3,4,"Girl",2
"1778",3,3,"Girl",2
"1779",3,3,"Boy",2
"1780",1,3,"Boy",1
"1781",4,4,"Boy",1
"1782",3,4,"Girl",2
"1783",3,2,"Boy",3
"1784",3,2,"Boy",2
"1785",1,3,"Boy",1
"1786",3,3,"Girl",2
"1787",3,3,"Boy",2
"1788",3,4,"Girl",4
"1789",4,4,"Girl",2
"1790",1,4,"Boy",2
"1791",3,4,"Girl",3
"1792",1,3,"Boy",1
"1793",3,4,"Boy",2
"1794",3,3,"Girl",2
"1795",2,3,"Boy",1
"1796",2,3,"Girl",1
"1797",3,4,"Girl",2
"1798",3,4,"Boy",2
"1799",3,2,"Boy",4
"1800",3,4,"Boy",2
"1801",NA,NA,"Girl",2
"1802",3,2,"Boy",2
"1803",4,2,"Girl",1
"1804",3,4,"Boy",2
"1805",3,3,"Girl",3
"1806",3,3,"Girl",2
"1807",4,5,"Girl",4
"1808",3,3,"Boy",2
"1809",2,3,"Girl",3
"1810",3,2,"Boy",3
"1811",3,3,"Girl",2
"1812",4,3,"Girl",2
"1813",3,3,"Boy",3
"1814",3,4,"Girl",3
"1815",4,3,"Girl",3
"1816",3,2,"Girl",2
"1817",5,4,"Girl",2
"1818",3,2,"Boy",3
"1819",3,4,"Girl",1
"1820",3,3,"Boy",1
"1821",3,2,"Girl",2
"1822",3,3,"Girl",3
"1823",3,2,"Girl",1
"1824",3,4,"Girl",3
"1825",2,3,"Girl",2
"1826",3,3,"Boy",1
"1827",2,3,"Boy",3
"1828",3,3,"Boy",1
"1829",3,3,"Girl",1
"1830",2,4,"Girl",3
"1831",3,4,"Girl",2
"1832",3,4,"Boy",1
"1833",3,3,"Girl",2
"1834",5,5,"Girl",2
"1835",4,4,"Girl",2
"1836",3,4,"Girl",1
"1837",3,5,"Boy",1
"1838",4,2,"Boy",4
"1839",3,3,"Girl",1
"1840",1,3,"Girl",3
"1841",3,3,"Girl",2
"1842",2,2,"Boy",2
"1843",3,3,"Boy",2
"1844",3,3,"Boy",3
"1845",3,3,"Boy",4
"1846",4,5,"Boy",3
"1847",NA,3,"Girl",2
"1848",3,3,"Girl",1
"1849",3,3,"Boy",2
"1850",2,2,"Girl",NA
"1851",3,3,"Boy",1
"1852",5,2,"Boy",4
"1853",2,3,"Boy",3
"1854",1,3,"Boy",1
"1855",4,3,"Girl",3
"1856",2,3,"Girl",2
"1857",4,4,"Girl",3
"1858",3,4,"Boy",2
"1859",3,3,"Girl",1
"1860",3,4,"Boy",2
"1861",3,3,"Boy",1
"1862",3,3,"Girl",2
"1863",3,4,"Boy",2
"1864",2,5,"Girl",1
"1865",4,1,"Girl",1
"1866",2,3,"Boy",1
"1867",3,NA,"Girl",2
"1868",3,2,"Boy",1
"1869",3,4,"Boy",1
"1870",3,4,"Girl",2
"1871",5,5,"Girl",3
"1872",4,NA,"Boy",2
"1873",3,3,"Boy",4
"1874",3,3,"Boy",2
"1875",2,4,"Girl",4
"1876",2,NA,"Boy",2
"1877",4,1,"Boy",1
"1878",2,2,"Girl",2
"1879",3,3,"Girl",2
"1880",2,4,"Boy",3
"1881",4,4,"Girl",2
"1882",3,3,"Girl",2
"1883",3,3,"Girl",2
"1884",1,NA,"Boy",4
"1885",3,3,"Boy",2
"1886",3,4,"Boy",2
"1887",2,3,"Girl",1
"1888",NA,3,"Boy",2
"1889",1,4,"Boy",2
"1890",5,5,"Boy",4
"1891",3,3,"Girl",1
"1892",NA,3,"Boy",2
"1893",3,3,"Girl",2
"1894",1,3,"Boy",3
"1895",3,4,"Girl",2
"1896",1,3,"Girl",2
"1897",3,2,"Girl",4
"1898",2,4,"Girl",2
"1899",2,2,"Boy",2
"1900",2,3,"Boy",2
"1901",3,3,"Girl",2
"1902",3,4,"Girl",NA
"1903",2,4,"Boy",3
"1904",2,3,"Girl",3
"1905",2,3,"Girl",2
"1906",2,2,"Girl",3
"1907",1,3,"Boy",2
"1908",4,4,"Girl",NA
"1909",2,2,"Girl",1
"1910",2,3,"Boy",2
"1911",3,2,"Girl",2
"1912",4,4,"Girl",2
"1913",2,3,"Boy",1
"1914",4,1,"Girl",3
"1915",2,3,"Girl",2
"1916",3,4,"Girl",3
"1917",3,2,"Girl",2
"1918",3,2,"Girl",2
"1919",5,3,"Boy",2
